"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
405-2-000310,용암해수산업단지 공영주차장,공영,노외,,제주특별자치도 제주시 구좌읍 한동리 4849-7,214,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000311,선샤인 호텔 인근 공영주차장,공영,노외,,"제주특별자치도 제주시 조천읍 함덕리 1024-2,3",20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000312,세화민속오일장 인근 공영주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1491-2,43,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000313,월정리 해변 주변 공영주차장,공영,노외,,제주특별자치도 제주시 구좌읍 행원리 1537-32,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000314,금성사거리 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 금성리 599-4,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000315,판포삼거리 공영주차장,공영,노외,,제주특별자치도 제주시 한경면 판포리 2863,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000316,함덕해수욕장 동측 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 216,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000317,신흥리 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 신흥리 530-8,77,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000318,고내리 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 고내리 834-4,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000319,신촌리 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 신촌리 2415-1,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000320,구엄리 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 구엄리 1136,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000321,조천읍 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 272-26,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000322,조천읍 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 272-14,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
